Name,Sector,Voltage Ratio (kV/kV),Executive Agency,Capacity (MW/MVA),Month Of Completion,Year Of Completion (FY)
220  kV Deroli  Ahir (Aug.),State,220/132,HVPNL,100.0,Dec-25,2025-26
"220  kV A-4,  Faridabad   (Aug.)  (160-100
MVA)",State,220/66,HVPNL,60.0,Dec-25,2025-26
"220  kV Meerpur Kurali  (Aug.)  160-100
MVA)",State,220/66,HVPNL,60.0,Dec-25,2025-26
220  kV Nuna  Majra  (Aug.)  (160-100  MVA),State,220/132,HVPNL,60.0,Dec-25,2025-26
"NRS  Substation  (Augmentation)  (2x150  -
2X100  MVA)",State,220/66,KPTCL,100.0,Dec-25,2025-26
400  kV S/s  Badnawar (Aug.)  (500  MVA),State,400/220,MPPTCL,500.0,Dec-25,2025-26
220  kV S/s  Barwaha  (Aug.)  (200-160  MVA),State,220/132,MPPTCL,40.0,Dec-25,2025-26
"220  kV Hinganghat (Aug.)  (100-80  MVA) (late  reported,  commissioned  in  August-
2025)",State,220/132,MSETCL,20.0,Dec-25,2025-26
400  kV Thaptitanda  (3x167  MVA),State,400/220,MSETCL,500.0,Dec-25,2025-26
220  kV Lote  (Aug.)  (1X50  MVA),State,220/ 33,MSETCL,50.0,Dec-25,2025-26
220  kV Kaulewada  (Aug.)  (50-25  MVA),State,220/ 22,MSETCL,25.0,Dec-25,2025-26
"220/33  KV Grid  Substation  Narasinghpur
(Aug.)  (40-20  MVA)",State,220/132,OPTCL,20.0,Dec-25,2025-26
"220  kV S/S  Budhlada(1X160  MVA
T/F)(Upgraded  from  66kV to  220  kV)",State,220/66,PSTCL,160.0,Dec-25,2025-26
400  kV GSS  Heerapura  (Aug.),State,400/220,RRVPNL,500.0,Dec-25,2025-26
"220kV GSS  Mandawar (Aug.)  (200-100
MVA)",State,220/132,RRVPNL,100.0,Dec-25,2025-26
Arani  SS  (Aug.)(100-80  MVA),State,230/110,TANTRANSCO,20.0,Dec-25,2025-26
Vinnamangalam  (Aug.),State,230/110,TANTRANSCO,100.0,Dec-25,2025-26
220/132  kV Banswada  SS  (Aug.)(3rd  T/F),State,220/132,TGTRANSCO,100.0,Dec-25,2025-26
220  kV GIS  S/s  Trans  Ganga  City (Unnao) (2X60  MVA),State,220/132,UPPTCL,120.0,Dec-25,2025-26
Khanakul  220/33  kV GIS,State,220/33,WBSETCL,100.0,Dec-25,2025-26
"5x500  MVA,  400/220  kV pooling station  at Fatehgarh-4  (Transmission  system  for evacuation  of  power from  REZ in  Rajasthan (20  GW)  under phase  III  –Part A1)",Private,400/220,Apraava  Energy,2500.0,Dec-25,2025-26
"7  x  66.67  MVA,  400/132  kV Kishtwar (Transmission  System  for evacuation  of power from  Pakaldul  HEP  in  Chenab  Valley HEPs)",Private,400/132,Resonia  (formerly Sterlite),400.0,Dec-25,2025-26
"2x1500  MVA,  765/400  kV ICT  1  & 2  at
Dausa  under Project: Transmission  system for evacuation  of  power from  REZ in Rajasthan  (20  GW)  under Phase-III  part H (SPV:  POWERGRID Beawar
DausaTransmission  Ltd.)",Central,765/400,PGCIL,3000.0,Jan-26,2025-26
"1x500  MVA,  400/220  kV ICT  (9th)  at Bhuj under Project: Augmentation  of Transformation  Capacity at 400/220  kV Bhuj  PS  in  Gujarat by  1x500  MVA, 400/220  kV ICT  (9th)",Central,400/220,PGCIL,500.0,Jan-26,2025-26
"1x1500  MVA,  765/400  kV ICT  (3rd)  at
Indore  S/S  under Project: Augmentation  of Transformation  Capacity at 765/400  kV Indore  S/s  in  Madhya  Pradesh",Central,765/400,PGCIL,1500.0,Jan-26,2025-26
"1x500  MVA,  400/220  kV ICT  (3rd)  at
Bhachau  under Project: Augmentation  of Transformation  Capacity at 400/220  kV Bhachau  Substation  in  Gujarat by  400/220 KV,  1x1500  MVA  ICT  (3rd)",Central,400/220,PGCIL,500.0,Jan-26,2025-26
"1x500  MVA,  400/220  kV ICT  (1st)  at
Ananthpuram   under Project: Transmission scheme  for Solar Energy Zone  in Ananthpuram  (Ananthapur)  (2500  MW)  and Kurnool  (1000  MW),  Andhra  Pradesh  (SPV: POWERGRID Ananthpuram  Kurnool Transmission  Ltd.)",Central,400/220,PGCIL,500.0,Jan-26,2025-26
"220  kV SS  Nagari  in  Chittoor Dist
(Aug.)(160-100  MVA)",State,220/132,APTRANSCO,60.0,Jan-26,2025-26
"220  kV Ramavaram  in  East  Godavari  Dist
(Aug.)",State,220/132,APTRANSCO,160.0,Jan-26,2025-26
220  kV SS  Gunadala  in  Krishna  Dist  (Aug.),State,220/132,APTRANSCO,160.0,Jan-26,2025-26
"220  kV SS  Garividi  in  Vizianagaram  Dist.
(Aug.)(160-100  MVA)",State,220/132,APTRANSCO,60.0,Jan-26,2025-26
"220  kV   SS  Racherla  in  Chittoor Dist  (T/F-II-
160  MVA)",State,220/132,APTRANSCO,160.0,Jan-26,2025-26
220/132  kV Kangoo  Substation  (Aug.),State,220/132,HPPTCL,200.0,Jan-26,2025-26
220  kV Sadhaura  Ambala  SS  (2x100  MVA),State,220/66,HVPNL,200.0,Jan-26,2025-26
"220  kV GIS  at Pocket A,  IMT  Kharkhoda
Sonipat,  (100  MVA  T/F-II)",State,220/33,HVPNL,100.0,Jan-26,2025-26
220  kV Durala,State,220/132,HVPNL,100.0,Jan-26,2025-26
220  kV Bhuna  (Aug.)(100  to  160),State,220/132,HVPNL,60.0,Jan-26,2025-26
"Barn  SS  (Aug.)(late,  reported,  commissioned
in  Dec-2025)",State,220/132,JKPTCL,50.0,Jan-26,2025-26
"Patratu  SS  (Late  reported,  commissioned  in
December-2025)",State,220/132,JUSNL,400.0,Jan-26,2025-26
220  kV Handiya  SS  (Aug.)(200-160  MVA),State,220/132,MPPTCL,40.0,Jan-26,2025-26
220  kV Bhopal  SS  (Aug.),State,220/132,MPPTCL,200.0,Jan-26,2025-26
220  kV Temghar (Aug.)(100-50  MVA),State,220/22-22,MSETCL,50.0,Jan-26,2025-26
220  kV Kaulewada  SS  (Aug.)  (50-25  MVA),State,220/33,MSETCL,25.0,Jan-26,2025-26
"220  kV BBMB  Jalandhar (Aug.)(160-100
MVA)",State,220/66,PSTCL,60.0,Jan-26,2025-26
220  kV GSS  Kishangarh  (Aug.),State,220/132,RRVPNL,100.0,Jan-26,2025-26
Oragadam  230  kV SS   (Aug.)(160-100  MVA),State,230/110,TANTRANSCO,60.0,Jan-26,2025-26
Koyambedu  230  kV GIS   SS  (Aug.),State,230/110,TANTRANSCO,100.0,Jan-26,2025-26
Kadapperi  230  kV SS(Aug.)(160-100  MVA),State,230/110,TANTRANSCO,60.0,Jan-26,2025-26
220/132  kV Renjal  SS  (Aug.)(160-100  MVA),State,220/132,TGTRANSCO,60.0,Jan-26,2025-26
KTPP  Bhupalapally SS,State,220  / 132,TGTRANSCO,100.0,Jan-26,2025-26
"220  kV S/s  Etah  (Mainpuri)  (Capacity
Augmentation  T/F-III)",State,220/132,UPPTCL,160.0,Jan-26,2025-26
220  kV S/s  Mawana  (Meerut)  (  T/F-I),State,220/132,UPPTCL,160.0,Jan-26,2025-26
"Koppal  PS  (Aug.)  (6th  ICT)(Late  reported,
commissioned  in  Dec-2025)",Private,400/220,Indigrid,500.0,Jan-26,2025-26
"2x1500  MVA,  765/400  kV ICT  1  & 2  at
Bhadla-III  under Project:Transmission system  for evacuation  of  power from  REZ in Rajasthan  (20  GW)  under Phase-III  part B1 (SPV:  POWERGRID Bhadla-III  Transmission Ltd.)",Central,765/400,PGCIL,3000.0,Feb-26,2025-26
"2x1500MVA,  765/400kV ICT  1  & 2  at
Ramgarh  PS  under Project:Transmission system  associated  with  LTA  applications from  Rajasthan  SEZ Phase-III  Part-C1  (SPV: POWERGRID Ramgarh-II  Transmission Ltd.)",Central,765/400,PGCIL,3000.0,Feb-26,2025-26
"2x500  MVA,  400/220  kV ICT  1  & 2  at
Ramgarh  PS  under Project:Transmission system  associated  with  LTA  applications from  Rajasthan  SEZ Phase-III  Part-C1  (SPV: POWERGRID Ramgarh-II  Transmission Ltd.)",Central,400/220,PGCIL,1000.0,Feb-26,2025-26
"1x500  MVA,  400/220  kV (4th)  ICT  at
Allahabad  under Project: Augmentation  of Transformation  Capacity at 400/220  kV Allahabad  (PG)  substation  by  400/220  kV, 1x500  MVA  (4th)  ICT",Central,400/220,PGCIL,500.0,Feb-26,2025-26
"2x500  MVA,  400/220  kV ICT-  1  & 2  at
Lakhisarai   under Project: ERES-XXXVII)",Central,400/220,PGCIL,1000.0,Feb-26,2025-26
"220  kV SS  Palamaneru  in  Chittoor
Dist.(Aug.)(1x100  MVA)",State,220/132,APTRANSCO,100.0,Feb-26,2025-26
220  kV Barejadi  (Augmentation),State,220/66,GETCO,160.0,Feb-26,2025-26
220  kV Bhat (Augmentation),State,220/66,GETCO,60.0,Feb-26,2025-26
220  kV Kheralu  (Augmentation),State,220/66,GETCO,60.0,Feb-26,2025-26
220  kV Khanpur (Augmentation),State,220/66,GETCO,160.0,Feb-26,2025-26
220  kV Chandrapura  (Augmentation),State,220/66,GETCO,50.0,Feb-26,2025-26
220  kV Otha  (Augmentation),State,220/66,GETCO,60.0,Feb-26,2025-26
220  kV Sadhaura  Ambala  SS  (1x100  MVA),State,220/33,HVPNL,100.0,Feb-26,2025-26
220  kV Panipat,State,220/132,HVPNL,60.0,Feb-26,2025-26
Chikkaballapura  I/A  :  (WorkA)  Establishing 2x100  MVA   220/66  kV Sub-station,State,220/66,KPTCL,200.0,Feb-26,2025-26
400  kV substation  Mandsaur (Aug.),State,400/220,MPPTCL,500.0,Feb-26,2025-26
220  kV Panchanand  (Taloja)  GIS  substation (2X50  MVA),State,220/33,MSETCL,100.0,Feb-26,2025-26
"220  kV Halkarni  S/s  (Aug.)  (1x  (50-25)
MVA)",State,220/33,MSETCL,25.0,Feb-26,2025-26
"220/132  kV GSS  Tarkara  (Aug.)(160-100
MVA)",State,220/132,OPTCL,60.0,Feb-26,2025-26
400  kV GSS  Babai  (Aug.)(200-160  MVA),State,220/132,RVPNL,40.0,Feb-26,2025-26
"Ulundurpet 230/110  KV SS  (Aug.)  (160-100
MVA)",State,230/110,TANTRANSCO,60.0,Feb-26,2025-26
"Cuddalore  230/110  KV SS(Aug.)  (160-100
MVA)",State,230/110,TANTRANSCO,60.0,Feb-26,2025-26
220  kV Sadashivpet (Aug.)(160-100  MVA),State,220/132,TGTRANSCO,60.0,Feb-26,2025-26
400  kV S/s  Maheba  (Jalaun)(T/F-II)(GEC-II),State,400/220,UPPTCL,500.0,Feb-26,2025-26
Augmentation  of  transformation  capacity at 765/400  kV Lakadia  S/s  (WRSS  XXI  (A) Transco  Ltd.)  in  Gujarat-Part A  (Creation  of 220  kV switchyard  at Lakadia  765/400  kV S/s  along with  220kV line  bays  for RE Interconnection  (2x500  MVA),Private,400/220,ADANI,1000.0,Feb-26,2025-26
"400/220  kV AIS  S/s  Gonda  (T/F-I  &
II)_Intra  state  TBCB_UP",Private,400/220,Tata  Power,630.0,Feb-26,2025-26
"3x500  MVA,  400/220  kV ICT  1  , 2  & 3  at
Bhadla-III  under Project:Transmission system  for evacuation  of  power from  REZ in Rajasthan  (20  GW)  under Phase-III  part B1 (SPV:  POWERGRID Bhadla-III  Transmission Ltd.)",Central,400/220,PGCIL,1500.0,Mar-26,2025-26
"3x500  MVA,  400/220  kV ICT  (2nd,  3rd  &
4th)  at Ananthpuram   under Project: Transmission  scheme  for Solar Energy Zone in  Ananthpuram  (Ananthapur)  (2500  MW) and  Kurnool  (1000  MW),  Andhra  Pradesh (SPV:  POWERGRID Ananthpuram  Kurnool Transmission  Ltd.)",Central,400/220,PGCIL,1500.0,Mar-26,2025-26
"1x500  MVA,  400/220  kV ICT  (3rd)  at
Navsari  (New)   under Project: Transmission Network  Expansion  in  Gujarat to  increase its  ATC  from  ISTS  Part B",Central,400/220,PGCIL,500.0,Mar-26,2025-26
"1x500  MVA  400/220  kV (3rd)  ICT  at
Kotputli  PG  under Project: TS  for evacuation  of  Power from  Rajasthan  Phase- IV Part -I  Bikaner Complex  Part E",Central,400/220,PGCIL,500.0,Mar-26,2025-26
"1x1500  MVA  (3rd)  , 765/400  kV ICT  at
Maheswaram  (PG)  under Project: Augmentation  of  Transformation  Capacity by 1X1500  MVA  (3rd)  , 765/400  KV ICT  at
Maheswaram  (PG)  Substation  in  Telangana",Central,765/400,PGCIL,1500.0,Mar-26,2025-26
"2x500MVA,  400/220  kV (1st  & 2nd)  ICT  at Fatehgarh-III  under Project: Transmission System  for Evacuation  of  Power from  REZ in  Rajasthan  (20GW)  under Phase  III-  Part E2",Central,400/220,PGCIL,1000.0,Mar-26,2025-26
"1x1500  MVA,  765/400  kV ICT-3rd  at
Kurnool  New  under Project: Augmentation of  1x1500  MVA  (3rd),  765/400  kV
transformation  capacity at Kurnool  New Substation",Central,765/400,PGCIL,1500.0,Mar-26,2025-26
"1x1500  MVA,  765/400  kV ICT-  4th  at
Bhiwani  under Project: Augmentation  of 765/400  kV, 1500MVA  transformer (4th)  at Bhiwani  S/s  (De-linked  from  Transmission System  for evacuation  of  Power from  RE parks  in  Leh  (5  GW Leh-Kaithal Transmission  Corridor))",Central,765/400,PGCIL,1500.0,Mar-26,2025-26
"1x1500  MVA  765/400  KV ICT-  1st at
Fatehgarh-III  under Project: Transmission System  for Evacuation  of  Power from  REZ in  Rajasthan  (20GW)  under Phase  III-  Part E2",Central,765/400,PGCIL,1500.0,Mar-26,2025-26
"1x1500  MVA  765/400  kV ICT-  3rd  at
Navsari  under Project: Transmission Network  Expansion  in  Gujarat associated with  integration  of  RE  projects  from  Khavda potential  RE  Zone",Central,765/400,PGCIL,1500.0,Mar-26,2025-26
"Creation  of  132  kV at existing 220/11  kV
SS  Settypalli  in  Kurnool  Dist",State,220/132,APTRANSCO,160.0,Mar-26,2025-26
"400  kV SS  Rachagunneri  in  Chittoor Dist.
(Aug.)",State,400/220,APTRANSCO,500.0,Mar-26,2025-26
"220  kV Gudivada  SS  in  Krishna  Dist  (Aug.)
(160-100  MVA)",State,220/132,APTRANSCO,60.0,Mar-26,2025-26
"220  kV Prathipadu  SS  in  Guntur Dist
(Aug.)  (160-100  MVA)",State,220/132,APTRANSCO,60.0,Mar-26,2025-26
400  kV Vadavi  (Augmentation),State,400/220,GETCO,60.0,Mar-26,2025-26
220  kV Kukma  (Augmentation),State,220/66,GETCO,160.0,Mar-26,2025-26
220  kV Viramgam  (Augmentation),State,220/66,GETCO,60.0,Mar-26,2025-26
220  kV Munjpur SS  (T/F-I)(GEC-II),State,220/66,GETCO,160.0,Mar-26,2025-26
220  kV Sarigam  (Augmentation),State,220/66,GETCO,160.0,Mar-26,2025-26
220  kV Maglana  SS  (2X160  MVA),State,220/66,GETCO,320.0,Mar-26,2025-26
400  kV Charanka   (Augmentation),State,220/66,GETCO,160.0,Mar-26,2025-26
220  kV Agiyol   (Augmentation),State,220/66,GETCO,60.0,Mar-26,2025-26
220  kV Vankda,State,220/66,GETCO,320.0,Mar-26,2025-26
220  kV Kudiyana,State,220/66,GETCO,160.0,Mar-26,2025-26
400  kV Veloda   (Augmentation),State,400/220,GETCO,315.0,Mar-26,2025-26
220  kV Dhama  (T/F-I)(GEC-II),State,220/66,GETCO,160.0,Mar-26,2025-26
220  kV Anjar (Augmentation),State,220/66,GETCO,60.0,Mar-26,2025-26
220  kV Faredi  (Augmentation),State,220/66,GETCO,160.0,Mar-26,2025-26
220  kV Ambheta  (Augmentation),State,220/66,GETCO,60.0,Mar-26,2025-26
220  kV Vapi  (Augmentation),State,220/66,GETCO,60.0,Mar-26,2025-26
"Savalagi  SS  (near Chikkalaki   Cross): Establishing   2x100  MVA,  220/110  kV Sub-
Station  (GEC-II)",State,220/110,KPTCL,200.0,Mar-26,2025-26
220  kV GIS  Substation  Kakkad,State,220/110,KSEBL,100.0,Mar-26,2025-26
Chhatarpur SS  (Aug.),State,220/132,MPPTCL,200.0,Mar-26,2025-26
220/22  kV Abhitghar GIS  (2X50  MVA),State,220/ 22,MSETCL,100.0,Mar-26,2025-26
220/ 33  kV Deosane  S/S  (2X25  MVA),State,220/ 33,MSETCL,50.0,Mar-26,2025-26
220  kV ONGC Panvel  S/S  (Aug.),State,220/ 33,MSETCL,50.0,Mar-26,2025-26
220/ 22  kV Vasai  S/S   (Aug.),State,220/ 22,MSETCL,50.0,Mar-26,2025-26
400  kV ICT  at Kumbhargaon  S/S   (Aug.),State,"400/ 220/
33",MSETCL,500.0,Mar-26,2025-26
220  kV Georai  S/S   (Aug.)(2x25  MVA),State,220/ 33,MSETCL,50.0,Mar-26,2025-26
220  kV Malegaon  (Zodga)  S/S   (Aug.),State,220/ 132,MSETCL,100.0,Mar-26,2025-26
220  kV Vita  S/S   (Aug.),State,220/ 33,MSETCL,50.0,Mar-26,2025-26
"220/ 22  kV Mahape  S/S,  (100-50  MVA)
(Aug.)",State,220/ 22-22,MSETCL,50.0,Mar-26,2025-26
"400  kV Lonikand-II  S/S,  (2x  (200-100
MVA))  (Aug.)",State,220  /132,MSETCL,200.0,Mar-26,2025-26
"220  kV Chakan  Phase-II  S/S,  (200-100
MVA)   (Aug.)",State,220  /132,MSETCL,100.0,Mar-26,2025-26
"220  kV Alephata  S/S,  (2X  (  200-100)  MVA)
(Aug.)",State,220/ 132,MSETCL,200.0,Mar-26,2025-26
"220  kV Kolshet S/S,  (100-50  MVA)   (Aug.)",State,220/ 22-22,MSETCL,50.0,Mar-26,2025-26
220/132/33  kV GSS  Bargarh  New  (Aug.),State,220/132,OPTCL,160.0,Mar-26,2025-26
220/132/33  kV GSS  Balianta  (Aug.),State,220/132,OPTCL,160.0,Mar-26,2025-26
"400  kV Behman  Jassa  Singh  S/s  (2x500
MVA)",State,400/220,PSTCL,1000.0,Mar-26,2025-26
220  kV S/s  Jhajra  (Aug.),State,220/132,PTCUL,160.0,Mar-26,2025-26
"220  kV GSS  Bilara  (District:
Jodhpur)(Aug.)(200-100  MVA)",State,220/132,RRVPNL,100.0,Mar-26,2025-26
"Uddanapally 230/110  kV   SS  (Aug.)  (3rd
100  MVA  Auto  Tr.)",State,230/110,TANTRANSCO,100.0,Mar-26,2025-26
220/132  kV Yeddumailaram  SS  (Aug.),State,220/132,TGTRANSCO,100.0,Mar-26,2025-26
400  kV S/s  Garautha  (Jhansi)  (T/F-I)  (GEC- II),State,400/220,UPPTCL,500.0,Mar-26,2025-26
"220  kV S/s  Faridpur (Bareilly (Aug.)  (160-
100  MVA)",State,220/132,UPPTCL,60.0,Mar-26,2025-26
"Augmentation  of  400/220  kV Gadag Substation  with  3x500  MVA  ICT (Transmission  Scheme  for Solar Energy Zone  in  Gadag  (1500  MW),  Karnataka  –  Part A,  Phase-II)",Private,400/220,Renew  Power,1500.0,Mar-26,2025-26
"1x1500  MVA  765/400  kV ICT-  2nd  at
Fatehgarh-III  under Project: Transmission System  for Evacuation  of  Power from  REZ in  Rajasthan  (20GW)  under Phase  III-  Part E2",Central,765/400,PGCIL,1500.0,Apr-26,2026-27
"1x1500  MVA  765/400  kV ICT-4  AT  KPS  3
(GIS)  under Project: Transmission  System for Evacuation  of  Power from  potential Renewable  Energy zone  in  Khavda  Area  of Gujarat under Phase  IV (7  GW):  Part E3",Central,765/400,PGCIL,1500.0,Apr-26,2026-27
"2x1500  MVA,  765/400  kV ICT-1  & 2  at
Bikaner-III  Pooling Station  under Project: Transmission  system  for evacuation  of power from  Rajasthan  REZ Ph-IV (Part-1) (Bikaner Complex):  PART-A",Central,765/400,PGCIL,3000.0,Apr-26,2026-27
220  kV Sankardev  Nagar GIS  (2X160  MVA),State,220/132,AEGCL,320.0,Apr-26,2026-27
"220  kV Vepakayaladibba  in  East  Godavari
Dist.",State,220/33,APTRANSCO,50.0,Apr-26,2026-27
220  kV GIS  Pocket-B  IMT  Kharkhoda,State,220/33,HVPNL,200.0,Apr-26,2026-27
220  kV Sirsa  (Aug.),State,220/132,HVPNL,100.0,Apr-26,2026-27
400  kV Kirori  (Aug.)(160-100  MVA),State,220/132,HVPNL,60.0,Apr-26,2026-27
220  kV Hukmawali  (Aug.),State,220/132,HVPNL,100.0,Apr-26,2026-27
220  kV Raymond  Substation  (Aug.),State,220/33,MSETCL,25.0,Apr-26,2026-27
220  kV Chitegaon  Substation  (Aug.),State,220/33,MSETCL,50.0,Apr-26,2026-27
"220  kV Dhamangaon  Substation  (Aug.)(50-
25  MVA)",State,220/ 33,MSETCL,25.0,Apr-26,2026-27
"220/132/33  kV GSS  Therubali  (Aug.)  (160-
100  MVA)",State,220/132,OPTCL,60.0,Apr-26,2026-27
"400  kV GSS  Bikaner (District: Bikaner)
(Aug.)",State,400/220,RRVPNL,500.0,Apr-26,2026-27
"220  kV GSS  Bikaner (District: Bikaner)
(Aug.)(200-100  MVA)",State,220/132,RRVPNL,100.0,Apr-26,2026-27
"220  kV GSS  Maniya  (Upg.)  (District:
Dholpur)",State,220/132,RRVPNL,160.0,Apr-26,2026-27
Kalivelampatty 230/110  kV SS  (T/F-1),State,230/110,TANTRANSCO,100.0,Apr-26,2026-27
220  kV S/s  Sector-62  (Noida)  (T/F-II),State,220/132,UPPTCL,160.0,Apr-26,2026-27
"Augmentation  of  transformation  capacity at Amargarh  (GIS)  S/s  by 1x315  MVA, 400/220  kV ICTs  (3rd)(Augmentation  of transformation  capacity at Amargarh  (GIS) S/s)",State,400/220,Indigrid,315.0,Apr-26,2026-27
"Establishment of  2x1500  MVA  765/400  kV Substation  at Beawar (Transmission System  for Evacuation  of  Power from  REZ in  Rajasthan  (20GW)  under Phase-III  Part
F)  (late  reported,  charged  in  March-2026)",Private,765/400,Resonia,3000.0,Apr-26,2026-27
"1x500  MVA,   400/220  kV (4th)  ICT  at
Satna  (PG)  SS  under Project: Western Region  Expansion  Scheme  XXXIII  Part D (WRES-XXXIII  Part D)",Central,400/220,PGCIL,500.0,May-26,2026-27
"1x1500  MVA  765/400  kV ICT-  3rd  at
Fatehgarh-III  under Project: Transmission System  for Evacuation  of  Power from  REZ in  Rajasthan  (20GW)  under Phase  III-  Part E2",Central,765/400,PGCIL,1500.0,May-26,2026-27
220  kV SS  Pendurthy (Augmentation  from 2x160  + 1x100  MVA  to  3x160  MVA),State,220/132,APTRANSCO,60.0,May-26,2026-27
"440/220/132  kV Jammalamadugu (Augmentation  from  1x160  MVA  to  2x160
MVA)",State,220/132,APTRANSCO,160.0,May-26,2026-27
220  kV Shalimar Bagh  (Aug.)(1x100  MVA),State,220/33,DTL,100.0,May-26,2026-27
220  kV Patparganj  (Aug.)  (1X100  MVA),State,220/33,DTL,100.0,May-26,2026-27
"400  kV Vav  SS  (Augmentation  from  720 MVA  to  880  MVA)(Late  reported,
commissioned  in  April-2026)",State,220/66,GETCO,160.0,May-26,2026-27
"400  kV Kosamba  SS  (Augmentation  from
320  MVA  to  480  MVA)",State,220/66,GETCO,160.0,May-26,2026-27
220  kV Mohana  (Aug.)  (100  to  160  MVA),State,220/132,HVPNL,60.0,May-26,2026-27
"Ghataprabha  (Aug.)(1x100  MVA)(late
reported,  commissioned  in  April-2026)",State,220/110,KPTCL,100.0,May-26,2026-27
"Esale(Sirsi)  (Aug.)(100-55  MVA)(late
reported,  commissioned  in  April-2026)",State,220/110,KPTCL,45.0,May-26,2026-27
220  kV Mangliya  S/s  (Aug.)  (1x200  MVA),State,220/132,MPPTCL,200.0,May-26,2026-27
220  kV Sarni  S/s  (Aug.)  (160-100  MVA),State,220/132,MPPTCL,60.0,May-26,2026-27
220  kV Shujalpur S/s  (Aug.)(1x200  MVA),State,220/132,MPPTCL,200.0,May-26,2026-27
220  kV Tuljapur (Aug.),State,220/132,MSETCL,100.0,May-26,2026-27
400  kV Jejuri   (Aug.)(3x167  MVA),State,400/220,MSETCL,500.0,May-26,2026-27
220  kV Dhamangaon   (Aug.)  (50-25  MVA),State,220/33,MSETCL,25.0,May-26,2026-27
"220  kV Chakan  Phase  II   (Aug.)  (200-100
MVA)",State,220/132,MSETCL,100.0,May-26,2026-27
"220/132/33  kV GIS  Balianta  GIS  (2nd
Transformer)  (Aug.)",State,220/132,OPTCL,160.0,May-26,2026-27
"220  kV S/S  Katorewala  (Aug.)  (160-100
MVA)",State,220/66,PSTCL,60.0,May-26,2026-27
"220  kV GSS  Sakatpura  (District: Kota  )
(Aug.)  (200-100  MVA)",State,220/132,RRVPNL,100.0,May-26,2026-27
"220  kV GSS  Gangapur City (District: Sawai
Madhopur)(160-100  MVA)",State,220/132,RRVPNL,60.0,May-26,2026-27
"220  kV GSS  Dariba  (Upg.)  (District:
Rajsamand)",State,220/132,RRVPNL,160.0,May-26,2026-27
"Maraimalai  Nagar 230/110  kV SS (2x100MVA)(late  reported,  commissioned
in  April-2026)",State,230/110,TANTRANSCO,200.0,May-26,2026-27
"Deviakurichy 230/110  kV SS  (Aug.)  (2x100
to  3x100)",State,230/110,TANTRANSCO,100.0,May-26,2026-27
Sathumadurai  230/110  kV SS  (1x160  MVA),State,230/110,TANTRANSCO,160.0,May-26,2026-27
"400  kV S/s  Maheba  (Jalaun)  (2X160  MVA)
(GEC-II)",State,220/132,UPPTCL,320.0,May-26,2026-27
"400  kV S/s  Maheba  (Jalaun)  (500  MVA
T/F-II)  (GEC-II)",State,400/220,UPPTCL,500.0,May-26,2026-27
220  kV S/s  Kabrai  (Mahoba)  (GEC-II),State,220/132,UPPTCL,160.0,May-26,2026-27
220  kV S/s  Jewar Extn.  (GB  Nagar)  (T/F-II),State,220/132,UPPTCL,160.0,May-26,2026-27
"220  kV S/s  Sahupuri  (Chandauli)
(Augmentation)",State,220/132,UPPTCL,160.0,May-26,2026-27
400  kV S/s  Farrukhabad  (T/F-I)  (GEC-II),State,400/220,UPPTCL,500.0,May-26,2026-27
"400  kV S/s  Neebkarori  (Farrukhabad)
(Augmentation  160-100  MVA)",State,220/132,UPPTCL,60.0,May-26,2026-27
Mahachanda  220/132  kV GIS  (T/F-I),State,220/132,WBSETCL,200.0,May-26,2026-27
"1x500  MVA   400/220  kV ICT-  2nd  at
Jabalpur PS  under Project: Western  Region Expansion  Scheme  XXXIII  Part A  (WRES-XXXIII  Part A)",Central,400/220,PGCIL,500.0,Jun-26,2026-27
"3x500  MVA,  400/220  kV ICT  (5th,  6th  and 7th)  at Ananthpuram   under Project: Transmission  scheme  for Solar Energy Zone in  Ananthpuram  (Ananthapur)  (2500  MW) and  Kurnool  (1000  MW),  Andhra  Pradesh",Central,400/220,PGCIL,1500.0,Jun-26,2026-27
"1x500  MVA,  400/220  kV ICT  (5th)  at
Fatehgarh  III  PS   under Project: Augmentation  of  Transformation  capacity at 400/220  kV fatehgarh  III  PS  (Section-1)   by 400/220  kV, 1x500  MVA  ICT  (5th)",Central,400/220,PGCIL,500.0,Jun-26,2026-27
"1x1500  MVA,  765/400  kV ICT  (4th)  at
Padghe  (PG)  GIS  under Project: Transmission  System  for Evacuation  of power from  Potential  RE  Zone  in  Khavda Area  of  Gujarat under phase  IV (7GW)-Part E4",Central,765/400,PGCIL,1500.0,Jun-26,2026-27
